course_order,course,order,word,type,turkish,english
1,Pozdravljanje i osnovna komunikacija,1,Dobro jutro,Phrase,Günaydın,Good morning
1,Pozdravljanje i osnovna komunikacija,2,Dobar dan,Phrase,İyi günler,Good day / Good afternoon
1,Pozdravljanje i osnovna komunikacija,3,Dobro veče,Phrase,İyi akşamlar,Good evening
1,Pozdravljanje i osnovna komunikacija,4,Doviđenja,Phrase,Hoşça kalın,Goodbye
1,Pozdravljanje i osnovna komunikacija,5,Prijatno,Phrase,İyi günler / Hoşça kalın,Have a nice day / Goodbye
1,Pozdravljanje i osnovna komunikacija,6,Zdravo,Phrase,Merhaba,Hello / Hi
1,Pozdravljanje i osnovna komunikacija,7,Ćao,Phrase,Merhaba / Hoşça kal,Hi / Bye
1,Pozdravljanje i osnovna komunikacija,8,Vidimo se,Phrase,Görüşürüz,See you
1,Pozdravljanje i osnovna komunikacija,9,Hvala,Phrase,Teşekkürler,Thank you
1,Pozdravljanje i osnovna komunikacija,10,Izvolite,Phrase,Buyrunuz,Here you go / Please
1,Pozdravljanje i osnovna komunikacija,11,Izvini,Phrase,Özür dilerim,Excuse me / Sorry
1,Pozdravljanje i osnovna komunikacija,12,Drago mi je,Phrase,Memnun oldum,Nice to meet you
1,Pozdravljanje i osnovna komunikacija,13,Dobro došli,Phrase,Hoş geldiniz,Welcome
22,Stan i nekretnine,2,domovi,Noun (m, pl),Evler / yuvalar,Homes
22,Stan i nekretnine,3,soba,Noun (f, sg),Oda,Room
22,Stan i nekretnine,4,prostorija,Noun (f, sg),Mekân / oda,Room / premises
22,Stan i nekretnine,5,garsonjera,Noun (f, sg),Stüdyo daire,Studio apartment
22,Stan i nekretnine,6,dvosoban,Adjective,İki odalı,Two-room
22,Stan i nekretnine,7,trosoban,Adjective,Üç odalı,Three-room
22,Stan i nekretnine,8,dvorište,Noun (n, sg),Avlu / bahçe,Yard / courtyard
22,Stan i nekretnine,9,bašta,Noun (f, sg),Bahçe,Garden
22,Stan i nekretnine,10,terasa,Noun (f, sg),Teras / balkon,Terrace / balcony
22,Stan i nekretnine,11,predgrađe,Noun (n, sg),Banliyö,Suburb
22,Stan i nekretnine,12,selo,Noun (n, sg),Köy,Village
22,Stan i nekretnine,13,stanarina,Noun (f, sg),Ev kirası,Rent
22,Stan i nekretnine,14,vlasnik,Noun (m, sg),Ev / mülk sahibi,Owner / landlord
22,Stan i nekretnine,15,vlasnici,Noun (m, pl),Mülk sahipleri,Owners
23,Nameštaj i prostor 1,1,sto,Noun (m, sg),Masa,Table
23,Nameštaj i prostor 1,2,stolovi,Noun (m, pl),Masalar,Tables
23,Nameštaj i prostor 1,3,stolica,Noun (f, sg),Sandalye,Chair
23,Nameštaj i prostor 1,4,stolice,Noun (f, pl),Sandalyeler,Chairs
23,Nameštaj i prostor 1,5,krevet,Noun (m, sg),Yatak,Bed
23,Nameštaj i prostor 1,6,kauč,Noun (m, sg),Kanepe / koltuk,Couch / sofa
23,Nameštaj i prostor 1,7,kaučevi,Noun (m, pl),Kanepeler,Couches
23,Nameštaj i prostor 1,8,fotelja,Noun (f, sg),Tekli koltuk,Armchair
23,Nameštaj i prostor 1,9,orman,Noun (m, sg),Dolap / gardırop,Wardrobe / closet
23,Nameštaj i prostor 1,10,komoda,Noun (f, sg),Şifonyer,Commode / dresser
23,Nameštaj i prostor 1,11,fioka,Noun (f, sg),Çekmece,Drawer
23,Nameštaj i prostor 1,12,polica,Noun (f, sg),Raf,Shelf
23,Nameštaj i prostor 1,13,tepih,Noun (m, sg),Halı,Carpet / rug
23,Nameštaj i prostor 1,14,tepisi,Noun (m, pl),Halılar,Carpets / rugs
23,Nameštaj i prostor 1,15,lampa,Noun (f, sg),Lamba,Lamp
24,Kućni uređaji i enterijer 2,1,ogledalo,Noun (n, sg),Ayna,Mirror
24,Kućni uređaji i enterijer 2,2,prozor,Noun (m, sg),Pencere,Window
24,Kućni uređaji i enterijer 2,3,vrata,Noun (n, pl),Kapı,Door
24,Kućni uređaji i enterijer 2,4,ulazna vrata,Phrase,Giriş kapısı,Entrance door
24,Kućni uređaji i enterijer 2,5,lavabo,Noun (m, sg),Lavabo,Washbasin / sink
24,Kućni uređaji i enterijer 2,6,lavaboi,Noun (m, pl),Lavabolar,Washbasins / sinks
24,Kućni uređaji i enterijer 2,7,kada,Noun (f, sg),Küvet,Bathtub
24,Kućni uređaji i enterijer 2,8,sudopera,Noun (f, sg),Mutfak evyesi,Kitchen sink
24,Kućni uređaji i enterijer 2,9,šporet,Noun (m, sg),Ocak / fırın,Stove / cooker
24,Kućni uređaji i enterijer 2,10,frižider,Noun (m, sg),Buzdolabı,Refrigerator / fridge
24,Kućni uređaji i enterijer 2,11,centralno grejanje,Phrase,Merkezi ısıtma,Central heating
24,Kućni uređaji i enterijer 2,12,bežični internet,Phrase,Kablosuz internet / Wi-Fi,Wi-Fi
24,Kućni uređaji i enterijer 2,13,kućni aparati,Phrase,Ev aletleri,Household appliances
24,Kućni uređaji i enterijer 2,14,kućni red,Phrase,Apartman kuralları,House rules
24,Kućni uređaji i enterijer 2,15,namešten,Adjective,Mobilyalı,Furnished
25,Odeća 1,1,odeća,Noun (f, collective),Kıyafet / giysi,Clothes / clothing
25,Odeća 1,2,odelo,Noun (n, sg),Takım elbise,Suit (men’s)
25,Odeća 1,3,košulja,Noun (f, sg),Gömlek,Shirt
25,Odeća 1,4,majica,Noun (f, sg),Tişört,T-shirt
25,Odeća 1,5,džemper,Noun (m, sg),Kazak,Sweater / jumper
25,Odeća 1,6,jakna,Noun (f, sg),Ceket / mont,Jacket
25,Odeća 1,7,kaput,Noun (m, sg),Palto / kaban,Coat
25,Odeća 1,8,mantil,Noun (m, sg),Pardösü / trençkot,Trench coat
25,Odeća 1,9,sako,Noun (m, sg),Ceket / blazer,Blazer / jacket
25,Odeća 1,10,pantalone,Noun (f, pl),Pantolon,Trousers / pants
25,Odeća 1,11,farmerice,Noun (f, pl),Kot pantolon,Jeans
25,Odeća 1,12,šorts,Noun (m, sg),Şort,Shorts
25,Odeća 1,13,šortsevi,Noun (m, pl),Şortlar,Shorts (pl)
25,Odeća 1,14,haljina,Noun (f, sg),Elbise,Dress
25,Odeća 1,15,suknja,Noun (f, sg),Etek,Skirt
26,Obuća i modni dodaci 2,1,obuća,Noun (f, collective),Ayakkabılar,Footwear
26,Obuća i modni dodaci 2,2,cipela,Noun (f, sg),Ayakkabı,Shoe
26,Obuća i modni dodaci 2,3,patika,Noun (f, sg),Spor ayakkabı,Sneaker
26,Obuća i modni dodaci 2,4,čizma,Noun (f, sg),Çizme / bot,Boot
26,Obuća i modni dodaci 2,5,sandala,Noun (f, sg),Sandalet,Sandal
26,Obuća i modni dodaci 2,6,papuča,Noun (f, sg),Terlik,Slipper
26,Obuća i modni dodaci 2,7,čarapa,Noun (f, sg),Çorap,Sock
26,Obuća i modni dodaci 2,8,kaiš,Noun (m, sg),Kemer,Belt
26,Obuća i modni dodaci 2,9,kaiševi,Noun (m, pl),Kemerler,Belts
26,Obuća i modni dodaci 2,10,šešir,Noun (m, sg),Şapka,Hat
26,Obuća i modni dodaci 2,11,kapa,Noun (f, sg),Bere / şapka,Cap
26,Obuća i modni dodaci 2,12,šal,Noun (m, sg),Atkı / şal,Scarf
26,Obuća i modni dodaci 2,13,šalovi,Noun (m, pl),Atkılar,Scarves
26,Obuća i modni dodaci 2,14,marama,Noun (f, sg),Eşarp / başörtüsü,Headscarf
26,Obuća i modni dodaci 2,15,rukav,Noun (m, sg),Giysi kolu,Sleeve
27,Izgled, nakit i stil,1,ručni sat,Phrase,Kol saati,Wristwatch
27,Izgled, nakit i stil,2,nakit,Noun (m, sg),Takı / mücevher,Jewelry
27,Izgled, nakit i stil,3,naočare,Noun (f, pl),Gözlük,Glasses
27,Izgled, nakit i stil,4,naočare za sunce,Phrase,Güneş gözlüğü,Sunglasses
27,Izgled, nakit i stil,5,dragi kamen,Phrase,Değerli taş,Gemstone
27,Izgled, nakit i stil,6,kosa,Noun (f, sg),Saç,Hair
27,Izgled, nakit i stil,7,frizura,Noun (f, sg),Saç modeli,Hairstyle
27,Izgled, nakit i stil,8,našminkan,Adjective,Makyajlı,Wearing makeup
27,Izgled, nakit i stil,9,ležeran,Adjective,Rahat / günlük,Casual
27,Izgled, nakit i stil,10,边界 / elegantan,Adjective,Zarif / şık,Elegant
27,Izgled, nakit i stil,11,moderan,Adjective,Modern / modaya uygun,Modern
27,Izgled, nakit i stil,12,moda,Noun (f, sg),Moda,Fashion
27,Izgled, nakit i stil,13,ukras,Noun (m, sg),Süs / dekorasyon,Decoration
27,Izgled, nakit i stil,14,uniforma,Noun (f, sg),Üniforma,Uniform
27,Izgled, nakit i stil,15,kostim,Noun (m, sg),Kostüm,Costume
28,Telo i anatomija 1,1,telo,Noun (n, sg),Vücut / beden,Body
28,Telo i anatomija 1,2,glava,Noun (f, sg),Baş / kafa,Head
28,Telo i anatomija 1,3,lice,Noun (n, sg),Yüz,Face
28,Telo i anatomija 1,4,oko,Noun (n, sg),Göz,Eye
28,Telo i anatomija 1,5,oči,Noun (f, pl),Gözler,Eyes
28,Telo i anatomija 1,6,uho,Noun (n, sg),Kulak,Ear
28,Telo i anatomija 1,7,uši,Noun (f, pl),Kulaklar,Ears
28,Telo i anatomija 1,8,nos,Noun (m, sg),Burun,Nose
28,Telo i anatomija 1,9,nosevi,Noun (m, pl),Burunlar,Noses
28,Telo i anatomija 1,10,usta,Noun (n, pl),Ağız,Mouth
28,Telo i anatomija 1,11,zub,Noun (m, sg),Diş,Tooth
28,Telo i anatomija 1,12,vrat,Noun (m, sg),Boyun,Neck
28,Telo i anatomija 1,13,vratovi,Noun (m, pl),Boyunlar,Necks
28,Telo i anatomija 1,14,grlo,Noun (n, sg),Boğaz,Throat
28,Telo i anatomija 1,15,rame,Noun (n, sg),Omuz,Shoulder
29,Telo i fizički izgled 2,1,grudi,Noun (f, pl),Göğüs,Chest / breasts
29,Telo i fizički izgled 2,2,srce,Noun (n, sg),Kalp,Heart
29,Telo i fizički izgled 2,3,stomak,Noun (m, sg),Mide / karın,Stomach
29,Telo i fizički izgled 2,4,stomaci,Noun (m, pl),Mideler,Stomachs
29,Telo i fizički izgled 2,5,leđa,Noun (n, pl),Sırt,Back
29,Telo i fizički izgled 2,6,ruka,Noun (f, sg),Kol / el,Arm / hand
29,Telo i fizički izgled 2,7,noga,Noun (f, sg),Bacak / ayak,Leg / foot
29,Telo i fizički izgled 2,8,struk,Noun (m, sg),Bel,Waist
29,Telo i fizički izgled 2,9,koža,Noun (f, sg),Cilt / deri,Skin
29,Telo i fizički izgled 2,10,visok,Adjective,Uzun boylu / yüksek,Tall / high
29,Telo i fizički izgled 2,11,nizak,Adjective,Kısa boylu / alçak,Short / low
29,Telo i fizički izgled 2,12,mršav,Adjective,Zayıf / ince,Thin / slim
29,Telo i fizički izgled 2,13,debeo,Adjective,Şişman / kilolu,Fat / thick
29,Telo i fizički izgled 2,14,krupan,Adjective,İri yapılı,Large / stout
29,Telo i fizički izgled 2,15,sed,Adjective,Kır saçlı / ak saçlı,Grey-haired
30,Zdravlje i simptomi,1,zdrav,Adjective,Sağlıklı,Healthy
30,Zdravlje i simptomi,2,bol,Noun (m, sg),Ağrı / acı,Pain / ache
30,Zdravlje i simptomi,3,bolestan,Adjective,Hasta,Sick / ill
30,Zdravlje i simptomi,4,bolest,Noun (f, sg),Hastalık,Disease / illness
30,Zdravlje i simptomi,5,groznica,Noun (f, sg),Ateş / sıtma,Fever / chills
30,Zdravlje i simptomi,6,kašljati,Verb,Öksürmek,To cough
30,Zdravlje i simptomi,7,curiti,Verb,Akmak (burun),To drip / run (nose)
30,Zdravlje i simptomi,8,zubobolja,Noun (f, sg),Diş ağrısı,Toothache
30,Zdravlje i simptomi,9,alergija,Noun (f, sg),Alerji,Allergy
30,Zdravlje i simptomi,10,osip,Noun (m, sg),Döküntü / kızarıklık,Rash
30,Zdravlje i simptomi,11,terapija,Noun (f, sg),Tedavi / terapi,Therapy
30,Zdravlje i simptomi,12,lek,Noun (m, sg),İlaç,Medicine
30,Zdravlje i simptomi,13,lekovi,Noun (m, pl),İlaçlar,Medicines
30,Zdravlje i simptomi,14,vakcina,Noun (f, sg),Aşı,Vaccine
30,Zdravlje i simptomi,15,sunčanica,Noun (f, sg),Güneş çarpması,Sunstroke
31,Hitni slučajevi i opasnost,1,Upomoć!,Interjection,İmdat!,Help!
31,Hitni slučajevi i opasnost,2,hitna pomoć,Phrase,Ambulans / acil yardım,Ambulance / emergency service
31,Hitni slučajevi i opasnost,3,kolaps,Noun (m, sg),Bayılma / çökme,Collapse / fainting
31,Hitni slučajevi i opasnost,4,opasan,Adjective,Tehlikeli,Dangerous
31,Hitni slučajevi i opasnost,5,opasno,Adverb,Tehlikeli biçimde,Dangerously
31,Hitni slučajevi i opasnost,6,strah,Noun (m, sg),Korku,Fear
31,Hitni slučajevi i opasnost,7,strahovi,Noun (m, pl),Korkular,Fears
31,Hitni slučajevi i opasnost,8,plašiti se,Verb,Korkmak,To fear / be afraid
31,Hitni slučajevi i opasnost,9,paničiti,Verb,Panik yapmak,To panic
31,Hitni slučajevi i opasnost,10,smrt,Noun (f, sg),Ölüm,Death
31,Hitni slučajevi i opasnost,11,tragedija,Noun (f, sg),Trajedi,Tragedy
31,Hitni slučajevi i opasnost,12,poplava,Noun (f, sg),Sel / su baskını,Flood
31,Hitni slučajevi i opasnost,13,provalnik,Noun (m, sg),Hırsız,Burglar
31,Hitni slučajevi i opasnost,14,provalnici,Noun (m, pl),Hırsızlar,Burglars
31,Hitni slučajevi i opasnost,15,lopov,Noun (m, sg),Hırsız,Thief
32,Vreme i meteorologija,1,sunce,Noun (n, sg),Güneş,Sun
32,Vreme i meteorologija,2,sunčan,Adjective,Güneşli,Sunny
32,Vreme i meteorologija,3,kiša,Noun (f, sg),Yağmur,Rain
32,Vreme i meteorologija,4,kišovit,Adjective,Yağmurlu,Rainy
32,Vreme i meteorologija,5,pljusak,Noun (m, sg),Sağanak yağış,Downpour
32,Vreme i meteorologija,6,pljuskovi,Noun (m, pl),Sağanak yağışlar,Downpours
32,Vreme i meteorologija,7,sneg,Noun (m, sg),Kar,Snow
32,Vreme i meteorologija,8,vetar,Noun (m, sg),Rüzgâr,Wind
32,Vreme i meteorologija,9,vetrovit,Adjective,Rüzgârlı,Windy
32,Vreme i meteorologija,10,magla,Noun (f, sg),Sis,Fog
32,Vreme i meteorologija,11,maglovit,Adjective,Sisli,Foggy
32,Vreme i meteorologija,12,mećava,Noun (f, sg),Kar fırtınası / tipi,Blizzard
32,Vreme i meteorologija,13,oluja,Noun (f, sg),Fırtına,Storm
32,Vreme i meteorologija,14,nevreme,Noun (n, sg),Kötü hava / fırtına,Bad weather / storm
32,Vreme i meteorologija,15,temperatura,Noun (f, sg),Sıcaklık / derece,Temperature
33,Godišnja doba i priroda,1,godišnje doba,Phrase,Mevsim,Season
33,Godišnja doba i priroda,2,proleće,Noun (n, sg),İlkbahar,Spring
33,Godišnja doba i priroda,3,prolećni,Adjective,İlkbahara ait,Spring-
33,Godišnja doba i priroda,4,leto,Noun (n, sg),Yaz,Summer
33,Godišnja doba i priroda,5,letnji,Adjective,Yazlık,Summer-
33,Godišnja doba i priroda,6,jesen,Noun (f, sg),Sonbahar,Autumn
33,Godišnja doba i priroda,7,zima,Noun (f, sg),Kış,Winter
33,Godišnja doba i priroda,8,priroda,Noun (f, sg),Doğa,Nature
33,Godišnja doba i priroda,9,reka,Noun (f, sg),Nehir,River
33,Godišnja doba i priroda,10,drvo,Noun (n, sg),Ağaç / odun,Tree / wood
33,Godišnja doba i priroda,11,drveće,Noun (n, collective),Ağaçlar,Trees
33,Godišnja doba i priroda,12,kamen,Noun (m, sg),Taş,Stone
33,Godišnja doba i priroda,13,kamenje,Noun (n, collective),Taşlar,Stones
33,Godišnja doba i priroda,14,cvet,Noun (m, sg),Çiçek,Flower
33,Godišnja doba i priroda,15,cveće,Noun (n, collective),Çiçekler,Flowers
34,Osobine ličnosti i karakter,1,srećan,Adjective,Mutlu / şanslı,Happy / lucky
34,Osobine ličnosti i karakter,2,nesrećan,Adjective,Mutsuz,Unhappy
34,Osobine ličnosti i karakter,3,veseo,Adjective,Neşeli,Cheerful
34,Osobine ličnosti i karakter,4,nasmejan,Adjective,Gülümseyen,Smiling
34,Osobine ličnosti i karakter,5,raspoložen,Adjective,Keyifli / neşeli,In a good mood
34,Osobine ličnosti i karakter,6,hrabar,Adjective,Cesur,Brave
34,Osobine ličnosti i karakter,7,pristojan,Adjective,Kibar / terbiyeli,Polite / decent
34,Osobine ličnosti i karakter,8,skroman,Adjective,Mütevazı,Modest / humble
34,Osobine ličnosti i karakter,9,velikodušan,Adjective,Cömert,Generous
34,Osobine ličnosti i karakter,10,vredan,Adjective,Çalışkan / değerli,Hardworking / valuable
34,Osobine ličnosti i karakter,11,lenština,Noun (f/common, sg),Tembel kimse,Lazy person
34,Osobine ličnosti i karakter,12,miran,Adjective,Sakin / huzurlu,Calm / peaceful
34,Osobine ličnosti i karakter,13,radoznao,Adjective,Meraklı,Curious
34,Osobine ličnosti i karakter,14,naivan,Adjective,Saf / naif,Naive
34,Osobine ličnosti i karakter,15,povučen,Adjective,İçine kapanık,Withdrawn / reserved
35,Opisni pridevi i boje,1,velik,Adjective,Büyük,Big / large
35,Opisni pridevi i boje,2,mali,Adjective,Küçük,Small / little
35,Opisni pridevi i boje,3,lep,Adjective,Güzel,Beautiful
35,Opisni pridevi i boje,4,divan,Adjective,Harika,Wonderful
35,Opisni pridevi i boje,5,brz,Adjective,Hızlı,Fast / quick
35,Opisni pridevi i boje,6,čist,Adjective,Temiz,Clean
35,Opisni pridevi i boje,7,star,Adjective,Eski / yaşlı,Old
35,Opisni pridevi i boje,8,mlad,Adjective,Genç,Young
35,Opisni pridevi i boje,9,beo,Adjective,Beyaz,White
35,Opisni pridevi i boje,10,žut,Adjective,Sarı,Yellow
35,Opisni pridevi i boje,11,zelen,Adjective,Yeşil,Green
35,Opisni pridevi i boje,12,smeđ,Adjective,Kahverengi,Brown
35,Opisni pridevi i boje,13,šaren,Adjective,Renkli / alacalı,Colorful
35,Opisni pridevi i boje,14,svetao,Adjective,Açık renkli / parlak,Light-colored / bright
35,Opisni pridevi i boje,15,taman,Adjective,Koyu renkli,Dark-colored
36,Svakodnevne radnje i aktivnosti 1,1,živeti,Verb,Yaşamak,To live
36,Svakodnevne radnje i aktivnosti 1,2,spavati,Verb,Uyumak,To sleep
36,Svakodnevne radnje i aktivnosti 1,3,čitati,Verb,Okumak,To read
36,Svakodnevne radnje i aktivnosti 1,4,pisati,Verb,Yazmak,To write
36,Svakodnevne radnje i aktivnosti 1,5,slušati,Verb,Dinlemek,To listen
36,Svakodnevne radnje i aktivnosti 1,6,gledati,Verb,İzlemek / bakmak,To watch / look
36,Svakodnevne radnje i aktivnosti 1,7,govoriti,Verb,Konuşmak,To speak
36,Svakodnevne radnje i aktivnosti 1,8,pevati,Verb,Şarkı söylemek,To sing
36,Svakodnevne radnje i aktivnosti 1,9,igrati,Verb,Oynamak / dans etmek,To play / dance
36,Svakodnevne radnje i aktivnosti 1,10,šetati se,Verb,Yürümek / gezinmek,To take a walk
36,Svakodnevne radnje i aktivnosti 1,11,kuvati,Verb,Yemek pişirmek,To cook
36,Svakodnevne radnje i aktivnosti 1,12,kupovati,Verb,Satın almak,To buy
36,Svakodnevne radnje i aktivnosti 1,13,prodavati,Verb,Satmak,To sell
36,Svakodnevne radnje i aktivnosti 1,14,nositi,Verb,Taşımak / giymek,To carry / wear
36,Svakodnevne radnje i aktivnosti 1,15,trenirati,Verb,Antrenman yapmak,To train / practice
37,Glagoli kretanja i radnje 2,1,doći,Verb,Gelmek,To come
37,Glagoli kretanja i radnje 2,2,ići,Verb,Gitmek,To go
37,Glagoli kretanja i radnje 2,3,izlaziti,Verb,Dışarı çıkmak,To go out / exit
37,Glagoli kretanja i radnje 2,4,ulaziti,Verb,İçeri girmek,To enter
37,Glagoli kretanja i radnje 2,5,naći,Verb,Bulmak,To find
37,Glagoli kretanja i radnje 2,6,izgubiti,Verb,Kaybetmek,To lose
37,Glagoli kretanja i radnje 2,7,otvoriti,Verb,Açmak,To open
37,Glagoli kretanja i radnje 2,8,zatvoriti,Verb,Kapatmak,To close
37,Glagoli kretanja i radnje 2,9,upaliti,Verb,Açmak / yakmak,To turn on / light
37,Glagoli kretanja i radnje 2,10,ugasiti,Verb,Söndürmek / kapatmak,To turn off
37,Glagoli kretanja i radnje 2,11,zaključati,Verb,Kilitlemek,To lock
37,Glagoli kretanja i radnje 2,12,ostaviti,Verb,Bırakmak,To leave
37,Glagoli kretanja i radnje 2,13,doneti,Verb,Getirmek,To bring
37,Glagoli kretanja i radnje 2,14,dobiti,Verb,Almak / elde etmek,To receive / get
37,Glagoli kretanja i radnje 2,15,sesti,Verb,Oturmak,To sit down
38,Mentalne radnje i modalni glagoli 3,1,voleti,Verb,Sevmek,To love / like
38,Mentalne radnje i modalni glagoli 3,2,mrzeti,Verb,Nefret etmek,To hate
38,Mentalne radnje i modalni glagoli 3,3,želeti,Verb,İstemek / dilemek,To want / wish
38,Mentalne radnje i modalni glagoli 3,4,moći,Verb,-ebilmek / yapabilmek,Can / to be able to
38,Mentalne radnje i modalni glagoli 3,5,morati,Verb,Zorunda olmak,Must / to have to
38,Mentalne radnje i modalni glagoli 3,6,smeti,Verb,İzni olmak / cesaret etmek,To be allowed to / dare
38,Mentalne radnje i modalni glagoli 3,7,razmisliti,Verb,Düşünmek / tartmak,To consider / think over
38,Mentalne radnje i modalni glagoli 3,8,poznavati,Verb,Tanımak / bilmek,To know / be acquainted
38,Mentalne radnje i modalni glagoli 3,9,razumeti,Verb,Anlamak,To understand
38,Mentalne radnje i modalni glagoli 3,10,pamtiti,Verb,Hatırlamak / aklında tutmak,To remember
38,Mentalne radnje i modalni glagoli 3,11,zaboraviti,Verb,Unutmak,To forget
38,Mentalne radnje i modalni glagoli 3,12,osećati,Verb,Hissetmek,To feel
38,Mentalne radnje i modalni glagoli 3,13,maštati,Verb,Hayal kurmak,To daydream / imagine
38,Mentalne radnje i modalni glagoli 3,14,učiti,Verb,Öğrenmek / ders çalışmak,To learn / study
38,Mentalne radnje i modalni glagoli 3,15,studirati,Verb,Üniversitede okumak,To study (at university)
39,Prilozi i vremenski izrazi,1,sada,Adverb,Şimdi,Now
39,Prilozi i vremenski izrazi,2,tada,Adverb,O zaman,Then
39,Prilozi i vremenski izrazi,3,uvek,Adverb,Her zaman,Always
39,Prilozi i vremenski izrazi,4,često,Adverb,Sık sık,Often
39,Prilozi i vremenski izrazi,5,obično,Adverb,Genellikle,Usually
39,Prilozi i vremenski izrazi,6,ponekad,Adverb,Bazen,Sometimes
39,Prilozi i vremenski izrazi,7,retko,Adverb,Nadiren,Rarely
39,Prilozi i vremenski izrazi,8,već,Adverb,Zaten / çoktan,Already
39,Prilozi i vremenski izrazi,9,još,Adverb,Hâlâ / daha,Still / yet
39,Prilozi i vremenski izrazi,10,uskoro,Adverb,Yakında,Soon
39,Prilozi i vremenski izrazi,11,ranije,Adverb,Daha önce / önceden,Earlier / previously
39,Prilozi i vremenski izrazi,12,kasnije,Adverb,Daha sonra,Later
39,Prilozi i vremenski izrazi,13,uveče,Adverb,Akşamları,In the evening
39,Prilozi i vremenski izrazi,14,noću,Adverb,Geceleri,At night
39,Prilozi i vremenski izrazi,15,svakodnevno,Adverb,Günlük olarak,Daily / every day
40,Izrazi stanja i osećanja,1,Kako si (ti)?,Phrase,Nasılsın?,How are you? (informal)
40,Izrazi stanja i osećanja,2,Kako ste (Vi)?,Phrase,Nasılsınız?,How are you? (formal/plural)
40,Izrazi stanja i osećanja,3,Dobro sam,Phrase,İyiyim,I am well
40,Izrazi stanja i osećanja,4,Nije mi dobro,Phrase,Kendimi iyi hissetmiyorum,I am not feeling well
40,Izrazi stanja i osećanja,5,Ne osećam se dobro,Phrase,İyi hissetmiyorum,I don’t feel well
40,Izrazi stanja i osećanja,6,Lakše mi je,Phrase,Daha iyiyim / rahatladım,I feel better / relieved
40,Izrazi stanja i osećanja,7,Muka mi je,Phrase,Midem bulanıyor,I feel nauseous
40,Izrazi stanja i osećanja,8,Spava mi se,Phrase,Uykum var / uykum geliyor,I am sleepy
40,Izrazi stanja i osećanja,9,Svrbi me,Phrase,Kaşınıyor,It itches
40,Izrazi stanja i osećanja,10,Šta ti je?,Phrase,Neyin var?,What is wrong with you?
40,Izrazi stanja i osećanja,11,Sviđa mi se,Phrase,Hoşuma gidiyor / beğeniyorum,I like it
40,Izrazi stanja i osećanja,12,Ne sviđa mi se,Phrase,Sevmiyorum / beğenmiyorum,I don’t like it
40,Izrazi stanja i osećanja,13,Odgovara mi,Phrase,Bana uyuyor / uygun,It suits me
40,Izrazi stanja i osećanja,14,Svejedno mi je,Phrase,Fark etmez / umurumda değil,It doesn’t matter to me
40,Izrazi stanja i osećanja,15,U pravu si,Phrase,Haklısın,You are right
